cycle,basename,failure_type,gemini_name,gemini_const,gemini_party,manifest_name,manifest_const,manifest_party,manifest_aff_id,ocr_char_count,ocr_sample
madhyapradesh-2023,VISHWAMITRA_PATHAK__754.pdf,both_empty,,,,VISHWAMITRA PATHAK,Sihawal,Bharatiya Janata Party,754,3610,                                                                                                                                                                                                                                                                                                            
madhyapradesh-2023,YADVENDRA_SINGH__844.pdf,empty_const,Yadvendra,,,YADVENDRA SINGH,Nagod,Bahujan Samaj Party,844,11961,                                                                                                                                                                                                            and Stamp                                                                                       
maharashtra-2024,ABU_ASIM_AZMI__4791.pdf,both_empty,,,,ABU ASIM AZMI,MANKHURD SHIVAJI NAGAR,Samajwadi Party,4791,0,
maharashtra-2024,ADV__YASHOMATI_CHANDRAKANT_THAKUR__1081.pdf,both_empty,,,,ADV. YASHOMATI CHANDRAKANT THAKUR,TEOSA,Indian National Congress,1081,0,
maharashtra-2024,AGRAWAL_GOPALDAS_SHANKARLAL__12255.pdf,raw,,,,AGRAWAL GOPALDAS SHANKARLAL,GONDIYA,Indian National Congress,12255,35042,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,AGRAWAL_VIJAY_KAMALKISHOR__8340.pdf,raw,,,,AGRAWAL VIJAY KAMALKISHOR,AKOLA WEST,Bharatiya Janata Party,8340,66093,                                                                                                  I                                                                                                                                                                                                         
maharashtra-2024,AKASH_PANDURANG_FUNDKAR__792.pdf,empty_const,Akash Fundkar,,,AKASH PANDURANG FUNDKAR,KHAMGAON,Bharatiya Janata Party,792,20535,                                                                          4                                                         Noted & Registe                                                                                       \a                                                          /44fi 
maharashtra-2024,ANIL_ALIAS_BALASAHEB_SHANKARRAO_MANGULKAR__6572.pdf,empty_const,Balasaheb Mangulkar,,,ANIL ALIAS BALASAHEB SHANKARRAO MANGULKAR,YAVATMAL,Indian National Congress,6572,14437,"                                                                                                                                                                                                                s-, ,N r, h ysl *(, D+   27,  t, L4                                                         "
maharashtra-2024,ANNA_ALIAS_BAPU_JAYWANTRAO_BHEGADE__1308.pdf,raw,,,,ANNA ALIAS BAPU JAYWANTRAO BHEGADE,MAVAL,Independent,1308,29025,"* NOTARY SHILPA J. LAWANGHARE Talegaon Dabhade, Maval, Pune, Maharashtra-410506 Regd. No. 15154 GOVERNMENT OF INDIA 66 "" नमुना २६ "" (नियम ४ - अ पहा ) * (ARY SHILPA LAWANG ARE Talegaon Dabhana, Havel, Pune, Maharashtra-410506 Regd. No. 15154 Exp. Date-22/10/2029 OF २०४ मावळ (मतदारसंघाचे नाव) मतदारसंघ"
maharashtra-2024,ASHISH_NANDKISHORE_JAISWAL_VAKIL__7903.pdf,empty_const,Suresh Meshral,,,ASHISH NANDKISHORE JAISWAL(VAKIL),RAMTEK,Shiv Sena,7903,15835,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,AWHAD_JITENDRA_SATISH__1723.pdf,both_empty,,,,AWHAD JITENDRA SATISH,MUMBRA - KALWA,Nationalist Congress Party – Sharadchandra Pawar,1723,0,
maharashtra-2024,BABANRAO_DATTATRAY_YADAV__LONIKAR__11824.pdf,both_empty,,,,BABANRAO DATTATRAY YADAV (LONIKAR),PARTUR,Bharatiya Janata Party,11824,0,
maharashtra-2024,BANKAR_SURESH_PANDURANG__4838.pdf,both_empty,,,,BANKAR SURESH PANDURANG,SILLOD,Shiv Sena (Uddhav Balasaheb Thackrey),4838,4532,"(५) प्रलंबित फौजदारी खटले- V (एक) मी असे घोषित करतो / करते की, माझ्या विरोधात कोणताही फौजदारी खटला प्रलंबित नाही. (जर उमेदवाराच्या विरोधात कोणताही खटला प्रलंबित नसेल तर, या पर्यायापुढे खूण करा आणि खालील पर्याय (दोन) च्या पुढे लागू नाही असे लिहा ) किंवा (दोन) माझ्या विरोधात पुढील फौजदारी खटले प्रलंबि"
maharashtra-2024,BAWANKULE_RAJENDRA_BHIMRAO_SHAHIR__13089.pdf,both_empty,,,,BAWANKULE RAJENDRA BHIMRAO SHAHIR,RAMTEK,Rashtriya Gondvana Party,13089,11461,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,BHIMRAO_RAMJI_KERAM__5122.pdf,empty_const,AKASH,,,BHIMRAO RAMJI KERAM,KINWAT,Bharatiya Janata Party,5122,15423,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,BODKURWAR_SANJIVREDDY_BAPURAO__7127.pdf,empty_name,,Yavatmal,Bharatiya Janata Party,BODKURWAR SANJIVREDDY BAPURAO,WANI,Bharatiya Janata Party,7127,23666,                                                                                                                                                                            Aox4                                                                                                                            
maharashtra-2024,CHANDRAKANT_ALIAS_RAJUBHAIYA_RAMAKANT_NAVGHARE__8392.pdf,both_empty,,,,CHANDRAKANT ALIAS RAJUBHAIYA RAMAKANT NAVGHARE,BASMATH,Nationalist Congress Party,8392,4710,                                                                                                                                     25   0CT 2024                                                                                                                                                          
maharashtra-2024,CHANDRAKANT_BALBHIM_MOKATE__14265.pdf,both_empty,,,,CHANDRAKANT BALBHIM MOKATE,KOTHRUD,Shiv Sena (Uddhav Balasaheb Thackrey),14265,0,
maharashtra-2024,CHANDRASHEKHAR_KRUSHNARAO_BAWANKULE__14501.pdf,empty_const,Chandrashekhar Bawankule,,,CHANDRASHEKHAR KRUSHNARAO BAWANKULE,KAMTHI,Bharatiya Janata Party,14501,21352,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,CHARANSING_BABULALJI_THAKUR__8269.pdf,empty_const,CHARANSINGH THAKUR,,,CHARANSING BABULALJI THAKUR,KATOL,Bharatiya Janata Party,8269,17309,                                                                                                                                                                G                                                                                   D{                                                      
maharashtra-2024,CHAVAN_SATISH_BHANUDASRAO__5248.pdf,raw,,,,CHAVAN SATISH BHANUDASRAO,GANGAPUR,Nationalist Congress Party – Sharadchandra Pawar,5248,20284,as Mapalad Dhange Notary Govt. Of India Regd No.15064/ Exp Dt.10/10/2029 Aurangabad NOTARIAL Auranga bad Vilas Madanrao Adv. Notary phamne Govt. Of India Regd No.15064 Exp Dt.10/10/2029 Aurangabad NOTARIALOabad Madanta Adv. Vilas hamne Notary Govt. Of India Read No.15064 (Dist) NOTARIAL..ვეგი hamne 
maharashtra-2024,DANDEGAONKAR_JAYPRAKASH_RAOSAHEB_SALUNKE__4363.pdf,both_empty,,,,DANDEGAONKAR JAYPRAKASH RAOSAHEB SALUNKE,BASMATH,Nationalist Congress Party – Sharadchandra Pawar,4363,4508,                                                                                                                                                23  0CT 2024                                                                                                                                                
maharashtra-2024,DATTATRAY_RADHAKISAN_GORDE__4470.pdf,empty_const,Dattatraya Gorde Patil,,,DATTATRAY RADHAKISAN GORDE,PAITHAN,Shiv Sena (Uddhav Balasaheb Thackrey),4470,18700,              o                                                                                                                                                              //;k                                                                                                                           
maharashtra-2024,DERKAR_SANJAY_NILKANTHRAO__6564.pdf,empty_const,Nitin Mahadeorao Junghare,,,DERKAR SANJAY NILKANTHRAO,WANI,Shiv Sena (Uddhav Balasaheb Thackrey),6564,18414,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,DHIRAJ_VILASRAO_DESHMUKH__16229.pdf,both_empty,,,,DHIRAJ VILASRAO DESHMUKH,LATUR RURAL,Indian National Congress,16229,0,
maharashtra-2024,DILIP_BHAUSAHEB_LANDE__13439.pdf,empty_const,Dilip Mama Lande,,,DILIP BHAUSAHEB LANDE,CHANDIVALI,Shiv Sena,13439,21084,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,DILIP_DATTATRAY_MOHITE__5826.pdf,raw,,,,DILIP DATTATRAY MOHITE,KHED ALANDI,Nationalist Congress Party,5826,39163,"भारतीय गैर न्यायिक भारत INDIA रु.500 पाँच सौ रुपये 6005005 00500 सत्यमेव जयते 500 FIVE HUNDRED RUPEES Rs.500, 8888 INDIA NON JUDICIAL महाराष्ट्र MAHARASHTRA अनुक्रमांक १६१९४ ..दिनांक, ► 2023 O ..... रुपये. yuo 24/90/28 500500500500 CP 463485 मुद्रांक वापराचे कारण अधिनियम, १९५८ चे अनुच्छेद क्र.. मुद्"
maharashtra-2024,DR_ATULBABA_SURESH_BHOSALE__1214.pdf,both_empty,,,,DR ATULBABA SURESH BHOSALE,KARAD SOUTH,Bharatiya Janata Party,1214,24140,"                                                                                                                                                                                                                                                               •,                                           "
maharashtra-2024,DR_RAJENDRA_BHASKARRAO_SHINGNE__2445.pdf,empty_const,gnvrihwwrrrra,,,DR RAJENDRA BHASKARRAO SHINGNE,SINDKHED RAJA,Nationalist Congress Party – Sharadchandra Pawar,2445,20171,                                                                                                                                                                                         I                                                                                                                  
maharashtra-2024,DR__SURESH__BHAU__DAGADU_KHADE__1199.pdf,empty_const,Suresh Khade,,,DR. SURESH (BHAU) DAGADU KHADE,MIRAJ,Bharatiya Janata Party,1199,11538,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,EKNATHDADA_PAWAR__2354.pdf,empty_const,Eknath Pawar,,,EKNATHDADA PAWAR,LOHA,Shiv Sena (Uddhav Balasaheb Thackrey),2354,23655,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,GAIKWAD_SANJAY_RAMBHAU__4566.pdf,empty_const,Sanjay Gaikwad,,,GAIKWAD SANJAY RAMBHAU,BULDHANA,Shiv Sena,4566,16626,                                                                                                                                                                                  I                                                                                                                         
maharashtra-2024,GOPAL_ALIAS_ASHISH_RAMRAO_DATKAR__4892.pdf,empty_const,Gopal Datkar,,,GOPAL ALIAS ASHISH RAMRAO DATKAR,AKOLA EAST,Shiv Sena (Uddhav Balasaheb Thackrey),4892,21751,                                                                                                                                                                             e                                                                                                                              
maharashtra-2024,GULABRAO_BABURAO_DEOKAR__10421.pdf,empty_const,Prashant V.Baviskar,,,GULABRAO BABURAO DEOKAR,JALGAON RURAL,Nationalist Congress Party – Sharadchandra Pawar,10421,8110,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,HARISH_MAROTIAPPA_PIMPLE__15380.pdf,empty_const,Harish Marotiappa Pimple,,BJP,HARISH MAROTIAPPA PIMPLE,MURTIZAPUR,Bharatiya Janata Party,15380,23343,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,JAYSHREE_SUNIL_SHELKE__5908.pdf,empty_const,Jayshree Shelke,,,JAYSHREE SUNIL SHELKE,BULDHANA,Shiv Sena (Uddhav Balasaheb Thackrey),5908,22049,                                                                                                                                                                                  I                                                                                                                         
maharashtra-2024,KADAM_KONDHEKAR_TIRUPATI_ALIAS_PAPPU_BABURAO__6500.pdf,empty_const,TIRUPATI KADAMKOTDHEKAR,,,KADAM KONDHEKAR TIRUPATI ALIAS PAPPU BABURAO,BHOKAR,Indian National Congress,6500,18102,                                                                                                                                                                                                                                                                                             v              
maharashtra-2024,KAYANDE_MANOJ_DEVANAND__13505.pdf,empty_const,Manoj Kayande,,,KAYANDE MANOJ DEVANAND,SINDKHED RAJA,Nationalist Congress Party,13505,16873,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,KHARAT_SIDDHARTH_RAMBHAU__4949.pdf,empty_const,Siddharth Kharat,,,KHARAT SIDDHARTH RAMBHAU,MEHKAR,Shiv Sena (Uddhav Balasaheb Thackrey),4949,24268,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,KISAN_SHANKAR_KATHORE__10407.pdf,empty_const,Kisan Kathore,,,KISAN SHANKAR KATHORE,MURBAD,Bharatiya Janata Party,10407,27427,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,KISHOR_APPA_PATIL__1595.pdf,raw,,,,KISHOR APPA PATIL,PACHORA,Shiv Sena,1595,30164,भारतीय गैर न्यायिक भारत INDIA 55.500 पाँच सौ रुपये 00500500500 050 OC सत्यमेव जयते 500 FIVE HUNDRED RUPEES Rs.500 5005005 0500500500 INDIA NON JUDICIAL महाराष्ट्र MAHARASHTRA चिक सदर मुद्रांक उप कोषागार पाचोरा येथुन // दि रोजी विक्री प्रमाणित करण्यात आलेला आहे. M उपकार अधिकारी पाचोरा 22/10/24 22 OCT
maharashtra-2024,KRISHNALAL_BAJIRAO_SAHARE__4692.pdf,empty_const,Krishna Sahare,,,KRISHNALAL BAJIRAO SAHARE,BRAHMAPURI,Bharatiya Janata Party,4692,15463,                                                                                                                                    CD                                                                                                                                                                      
maharashtra-2024,NAMITA_AKSHAY_MUNDADA__678.pdf,raw,,,,NAMITA AKSHAY MUNDADA,KAIJ,Bharatiya Janata Party,678,68625,भारतीय गैर न्यायिक भारत INDIA 55.500 पाँच सौ रुपये 10 895899 सत्यमेव जयते 500 FIVE HUNDRED RUPEES Rs.500 500 8888 INDIA NON JUDICIAL महाराष्ट्र MAHARASHTRA NOTAR जाडपत्र • 2023 O दस्ताचा प्रकार. शपथफत नोंदणी करणार हाय / नाही नोंदणी होणार असल्यास दु. निःकार्यालयाचे नाव........... .. मिळकतीचे वर्णन ..
maharashtra-2024,PACHPUTE_VIKRAM_BABANRAO__14573.pdf,empty_const,vrug< F+a ecrrr<,,,PACHPUTE VIKRAM BABANRAO,SHRIGONDA,Bharatiya Janata Party,14573,14915,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,PRAFULLA_VINODRAO_GUDADHE__5012.pdf,empty_const,Prafulla Gudadhe,,,PRAFULLA VINODRAO GUDADHE,NAGPUR SOUTH WEST,Indian National Congress,5012,23423,"                                                                                                                                                                  r,)                                                                                                                                       "
maharashtra-2024,PRASHANT_RAMSHETH_THAKUR__6756.pdf,raw,,,,PRASHANT RAMSHETH THAKUR,PANVEL,Bharatiya Janata Party,6756,59079," TRA NOTA Adv. Bhash Tal, Pan 000 जोडपत्र- १ / Annexure 1 फक्त प्रतिज्ञापत्रासाठी अ. क्र. १९०१ मु.शु. रक्कम ५००८ दिनांक 22170122 मुद्रांक विकत घेणाऱ्याचे नांव.... पत्ता पनवेल प्रशांत राम ठाकूट हस्ते असल्यास त्यांचे नांव पत्ता योगेश नाइक हेमंतकुम ए-१०३, शिवा कॉम्पलेक्स, से.१९ नविन पनवेल प. क्र.१/२००२"
maharashtra-2024,PROF__DR__ASHOK_RAMAJI_WOOIKE__1286.pdf,empty_const,Ashok Uike,,,PROF. DR. ASHOK RAMAJI WOOIKE,RALEGAON,Bharatiya Janata Party,1286,2362,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,RAJAN_BALKRISHNA_NAIK__2505.pdf,raw,,,,RAJAN BALKRISHNA NAIK,NALASOPARA,Bharatiya Janata Party,2505,33824,NOTAP) गरतीय गैर न्यायिक H. M. PANDEY Mumbai Maharashtra Regd. No. 8134 GOVT. WIRE INDIA FIVE RUPE NOTARIAL * INDIA भारत INDIA 500 NOTARY H. M. PANDEY: Mumbai Maharashtras Regd. No. 8134 HOTARIA/7/2025 GOVT. INDIA NOTARIAL OF IND महाराष्ट्र MAHARASHTRA Office NO * TARI H. M. PANDEY Mumba Maharashtra
maharashtra-2024,RAJESHBHAIYYA_TOPE__753.pdf,raw,,,,RAJESHBHAIYYA TOPE,GHANSAWANGI,Nationalist Congress Party – Sharadchandra Pawar,753,47662,COA 00500500500 २०३६ Noted & Registered At. Sr. No.2027 भारतीय गैर न्यायिक भारत INDIA रु.500 पाँच सौ रुपये 60050 500 FIVE HUNDREDT RUPEES सत्यमेव जयते 5005 Rs.500 INDIA NON JUDICIAL ६३९० महाराष्ट्र. MAHARASHTRA District Treasury JALNA 1.4 OCT 2024' Office READ CLERK ५००1१ दि 2219012028 • 2023 O ह:- 
maharashtra-2024,RAJKUMAR_LOTUJI_PURAM__5710.pdf,raw,,,,RAJKUMAR LOTUJI PURAM,AMGAON,Indian National Congress,5710,14412,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,RANA_DILIPKUMAR_GOKULCHAND_SANANDA__11305.pdf,empty_const,DILIPKUMAR SANANDA,,INC,RANA DILIPKUMAR GOKULCHAND SANANDA,KHAMGAON,Indian National Congress,11305,21570,                                                                                                                                                  nist3r'qd      ( tl                                                        Noted &                    U                                                   
maharashtra-2024,RANJANATAI__SANJANA__HARSHVARDHAN_JADHAV__9612.pdf,empty_const,Sanjana Jadhav,,,RANJANATAI (SANJANA) HARSHVARDHAN JADHAV,KANNAD,Shiv Sena,9612,20369,"                                                                                                                                                                                                                                                                                fq_@TyTr:<:{!,IpTz+€{jTti#  "
maharashtra-2024,RATHOD_SANJAY_DULICHAND__1685.pdf,empty_const,Sanjay Rathod,,,RATHOD SANJAY DULICHAND,DIGRAS,Shiv Sena,1685,17032,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,SAJID_KHAN_PATHAN__12834.pdf,empty_const,Sajid Khan Pathan,,,SAJID KHAN PATHAN,AKOLA WEST,Indian National Congress,12834,17652,                                                                                                                                                                  @                                                                                                                                         
maharashtra-2024,SAMIR_TRYAMBAKRAO_KUNAWAR__821.pdf,raw,,,,SAMIR TRYAMBAKRAO KUNAWAR,HINGANGHAT,Bharatiya Janata Party,821,18514,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,SAMRAT_DONGARDIVE__6682.pdf,empty_const,Samrat Dongardive,,,SAMRAT DONGARDIVE,MURTIZAPUR,Nationalist Congress Party – Sharadchandra Pawar,6682,15379,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,SANJAY_BHASKAR_RAYMULKAR__928.pdf,empty_const,Sanjay Raymutkar,,,SANJAY BHASKAR RAYMULKAR,MEHKAR,Shiv Sena,928,22393,                                                                                                                                                              G-g)                                                                                                                                          
maharashtra-2024,SANJAY_CHANDUKAKA_JAGTAP__7173.pdf,empty_const,Sanjay Jagtap,,,SANJAY CHANDUKAKA JAGTAP,PURANDAR,Indian National Congress,7173,27568,                                                                                                                                                                                    i                                                                                                dMtf??WbA  bV          
maharashtra-2024,SANJAY_NARAYANRAO_MESHRAM__11629.pdf,both_empty,,,,SANJAY NARAYANRAO MESHRAM,UMRED,Indian National Congress,11629,14068,                                                                                                                                                                                     F                                                                                                                      
maharashtra-2024,SANJAY_PURAM__1583.pdf,both_empty,,,,SANJAY PURAM,AMGAON,Bharatiya Janata Party,1583,11358,t                                                                                                                                                                                                                                                                                                           
maharashtra-2024,SHYAM_RAMCHARAN_KHODE__10148.pdf,empty_const,Shyam Ramcharan Khode,,,SHYAM RAMCHARAN KHODE,WASHIM,Bharatiya Janata Party,10148,14585,               ncgtsrrd                                                                      Noted &           2-s7\\t2L\                                                                                                               280cTlrj?t                        Serial Number                     
maharashtra-2024,SIDDHARTH_AKARAMJI_DEOLE__5225.pdf,empty_const,Dr. Siddharth Akramji Deote,,,SIDDHARTH AKARAMJI DEOLE,WASHIM,Shiv Sena (Uddhav Balasaheb Thackrey),5225,23707,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,SUHAS__AANNA__DWARKANATH_KANDE__8045.pdf,both_empty,,,,SUHAS (AANNA) DWARKANATH KANDE,NANDGAON,Shiv Sena,8045,0,
maharashtra-2024,SUNIL_WAMAN_PRABHU__7686.pdf,raw,,,,SUNIL WAMAN PRABHU,DINDOSHI,Shiv Sena (Uddhav Balasaheb Thackrey),7686,30306,"1 00900 भारतीय गैर न्यायिक भारत INDIA 500 रुपये FIVE HUNDRED RUPEES Rs. 500, 50050050 05005 INDIA NON JUDICIAL RESING 2 / CADAR MUNCAT MAHARASHTRA ACOS महाराष्ट्र MAHARASHTRA 2024 O Notary Regi. No. 112 500500500500 Financial Year completed CT 414008 प्रधान मुद्रांक, कार्यालय, मुंबई NOTARY NAME: Sh."
maharashtra-2024,SURESH_YADAVRAO_BHOYAR__6479.pdf,raw,,,,SURESH YADAVRAO BHOYAR,KAMTHI,Indian National Congress,6479,27187,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,SUVARNA_SAHADEV_KARANJE__11746.pdf,empty_const,Plaso1a,,,SUVARNA SAHADEV KARANJE,VIKHROLI,Shiv Sena,11746,9381,                                                                                                                                                                                                                                                                                                I       dtF·
maharashtra-2024,TANAJI_ANANDA_SATPUTE__12550.pdf,empty_const,Tanaji Dada Satpute,,,TANAJI ANANDA SATPUTE,MIRAJ,Shiv Sena (Uddhav Balasaheb Thackrey),12550,16671,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,VIJAYBAPU_SHIVTARE__7054.pdf,empty_const,Vijay Shivtare,,,VIJAYBAPU SHIVTARE,PURANDAR,Shiv Sena,7054,14426,                                                                                                                                                                                                                                                                                                            
maharashtra-2024,VISHWANATH_ATMARAM_BHOIR__11181.pdf,both_empty,,,,VISHWANATH ATMARAM BHOIR,KALYAN WEST,Shiv Sena,11181,0,
odisha-2024,BHASKAR_MADHEI__10174.pdf,empty_const,R K BEHERA,,,BHASKAR MADHEI,Udala,Bharatiya Janata Party,10174,13104,                                                                                                                                                            qL.-                                                                                                                                            
odisha-2024,DHRUBA_CHARAN_SAHOO__10131.pdf,raw,,,,DHRUBA CHARAN SAHOO,Rajanagar,Biju Janata Dal,10131,35897,                                                                                                                                                                                                                                                                       ffi                                  
odisha-2024,PRADEEP_BAL_SAMANTA__10139.pdf,raw,,,,PRADEEP BAL SAMANTA,Sukinda,Bharatiya Janata Party,10139,68160,Ad Re SPECIAL ADHESIVE RUFEE O ON * and Sl. No. 2344 Date 09.05.2024 भारतीय गैर न्यायिक दस रुपये रु.10 भारत INDIAR हैरुपपा SPECIAL ADHESIVE PUPZE ONE भारत ॐ सत्यमेव जयते INDIA TEN RUPEES Rs.10 DIA NON JUDICIAL A ोड ODISHA Dist: Regd No On Expiry. De 18 OF ODISHA GOVT. OF Form 26 (See rule 4A) 69AA 2
odisha-2024,PRAFULLA_CHANDRA_PRADHAN__8307.pdf,empty_const,"Sh.lSml.i{""2:ttt.",,Congress Party,PRAFULLA CHANDRA PRADHAN,G. Udayagiri,Indian National Congress,8307,17268," E-                                                                                                                                                                        \i,'E                                                                                                                            "
odisha-2024,PRANAB_KUMAR_BALABANTARAY__10311.pdf,raw,,,,PRANAB KUMAR BALABANTARAY,Dharmasala,Biju Janata Dal,10311,49102,भारतीय गैर न्यायिक एक सौ रुपये 2.100 Rs. 100 ONE HUNDRED RUPEES BIKE TRO CINDIA 1 varen SPECIAL ADHESIVE ON CH MUDUL हा 00100 00100100100 100100100100 281881 सत्यमेव जयते भारत INDIA 100 00100100100 00100100100 28128188188 INDIA NON JUDICIAL REGO NO.-27/20 ODISHA Expiry Dt.-28.02.2029 * GOVT. OD H BE
odisha-2024,RABI_NARAYAN_NAIK__8356.pdf,both_empty,,,,RABI NARAYAN NAIK,Kuchinda,Bharatiya Janata Party,8356,0,
odisha-2024,RAJKISHORE_BEHERA__10011.pdf,both_empty,,,,RAJKISHORE BEHERA,Tirtol,Bharatiya Janata Party,10011,0,
odisha-2024,SATYANARAYAN_PRADHAN__9642.pdf,both_empty,,,,SATYANARAYAN PRADHAN,Ranpur,Biju Janata Dal,9642,0,
odisha-2024,SUBASINI_SAHOO__9984.pdf,raw,,,,SUBASINI SAHOO,Simulia,Biju Janata Dal,9984,71402,                                                                                                                                                                                                                                                                                                            
odisha-2024,SUKANTA_KUMAR_NAYAK__9901.pdf,empty_const,L. K. S. M. Nayak,,,SUKANTA KUMAR NAYAK,Nilgiri,Biju Janata Dal,9901,12732,"                                                                                                    .lrrrrlr-,.- -r (                                                                               G6lr                                                                                                    "
odisha-2024,TUKUNI_SAHU__8706.pdf,both_empty,,,,TUKUNI SAHU,Titlagarh,Biju Janata Dal,8706,0,
tamilnadu-2026,BALAKRISHNAN__5864.pdf,empty_const,M.P. Balakrishnan,,,BALAKRISHNAN,BHAVANI,Tamilaga Vettri Kazhagam,5864,25849,                                                                                                                                                                                                                                                                                                            
tamilnadu-2026,BALAMURUGAN_G__6003.pdf,empty_const,Ambattur G.Balamurugan,,,BALAMURUGAN.G,AMBATTUR,Tamilaga Vettri Kazhagam,6003,24092,                                                                                                                                                                                                                                                                                       >                    
tamilnadu-2026,C__KRISHNAMURALI__8053.pdf,empty_const,C. KRISHNAMURALI,,,C. KRISHNAMURALI,KADAYANALLUR,All India Anna Dravida Munnetra Kazhagam,8053,32002,                                                                                                                                                                                     I                                                                                                                      
tamilnadu-2026,DR_M_SUDHAKAR__7410.pdf,empty_const,M. SUDHAKAR,,,DR M SUDHAKAR,KATPADI,Tamilaga Vettri Kazhagam,7410,25530,                                                                                                                                                                                       E                                                                                                                    
tamilnadu-2026,DR__DHILIPAN_JAISHANKAR__7532.pdf,empty_const,J. DHILIPAN,,,DR. DHILIPAN JAISHANKAR,SANKARANKOVIL,All India Anna Dravida Munnetra Kazhagam,7532,24539,                                                                                                 I                                                                                                                                                                                                          
tamilnadu-2026,ELANGOVAN_D__9485.pdf,empty_const,D. Durai Elango,,,ELANGOVAN.D,MANAMADURAI,Tamilaga Vettri Kazhagam,9485,24879,"                                                                                                                                                                                     .,l                                                                                                                    "
tamilnadu-2026,GOPI__R__12647.pdf,empty_const,G. Gopi,,,GOPI. R.,PALACODU,Tamilaga Vettri Kazhagam,12647,27226,                                                                                                                                                                                                                                                                                                            
tamilnadu-2026,G_HARI__15176.pdf,empty_const,A.I.N. BADR,,,G.HARI,TIRUTTANI,All India Anna Dravida Munnetra Kazhagam,15176,35347,                                                                                                                                                                                                                                                                                                            
tamilnadu-2026,J__MURUGAN__9574.pdf,raw,,,,J. MURUGAN,TIRUCHENDUR,Tamilaga Vettri Kazhagam,9574,31558,Page | 1 भारतीय गैर न्यायिक एक सौ रुपये 55.100 00100 100100100100 सत्यमेव जयते Rs. 100 ONE HUNDRED RUPEES ATIRT INDIA 100100100100 88188128188189 00100 00100 100100 00100100100 0100100100 INDIA NON JUDICIAL தமிழ் நாடு A-IS TAMILNADU J.முருகன் தூத்துக்குடி NOTARIAL REGISTER - 100100 8010 0010 100 FM 
tamilnadu-2026,KALAIVANAN_POONDI_K__7413.pdf,empty_name,,திருவாரூர்,திராவிட முன்னேற்றக் கழகம்,KALAIVANAN POONDI K,THIRUVARUR,Dravida Munnetra Kazhagam,7413,29206,"भारतीय गैर न्यायिक एक सौ रुपये 5.100 Rs. 100 ONE HUNDRED RUPEES 200100 100100100 100100100100 सत्यमेव जयते RGT INDIA 80188198188189 10 00100100 0100100 001001001 888 INDIA NON JUDICIAL 88 தமிழ்நாடு A-IS TAMILNADU 24நல் 5 2028 கி.கலைவாணன் கொரடாச்சேரி. T.S. JAWAHAR STAMP VENDOR, TIRUVARUR-TAMILNADU L."
tamilnadu-2026,KANDASAMY__16693.pdf,empty_const,EBEsrLd,,,KANDASAMY,ALANGUDI,Tamilaga Vettri Kazhagam,16693,23108,                                                                                                                                                                                                                                                                                                            
tamilnadu-2026,KARTHIK_MOHAN__10070.pdf,raw,,,,KARTHIK MOHAN,VILLIVAKKAM,Dravida Munnetra Kazhagam,10070,74643,भारतीय गैर न्यायिक एक सौ रुपये रु. 100 Rs. 100 飛 ONE HUNDRED RUPEES மாவட் க் அக்டோபர் 10.10.2025 சென் GUT 607 60T 00100 100100 सत्यमेव जयते भारत INDIA 20180129198188188186 100100100100 100100100100 00100100100100 1001001 100100 100100 00.100 100100100100 01001001 00 0100100 0100100 INDIA NON JUDICIA
tamilnadu-2026,KIRUTHIGA_THANGAPANDI__7657.pdf,raw,,,,KIRUTHIGA THANGAPANDI,THIRUPARANKUNDRAM,Dravida Munnetra Kazhagam,7657,30070,भारतीय गैर न्यायिक एक सौ रुपये ரூ.100 200100 सत्यमेव जयते 20 Rs. 100 ONE HUNDRED RUPEES भारत INDIA100100100100 100100100100 100100100100 001001001001OO OO 00100 0010 8010010616616618- INDIA NON JUDICIAL 0100100 100100 SшÓÁÍ ª¬ış TAMILNADU ①100 B.Dulashibrundha 4.4.2026 கிருத்திகா தங்கப்பாண்டி மதுரை 
