seq,candidate_name,notes
552,SHABANA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
553,SHAILENDRA KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
554,SHAIL KUMARI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
555,SHARAD KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
556,SHARDA DIXIT,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
557,SHARDA SINGH,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
558,SHASHI PABHA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
559,SHEELA DEVI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
560,SHEIKH ARSALAN ULLAH CHISHTI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
561,SHEJO VARGHESE,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
562,SHER MOHAMMAD,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
563,SHIFA UR REHMAN KHAN,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
564,SHIKHA ROY,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
565,SHIVANK SINGAL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
566,SHIVCHARAN GOEL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
567,SHIV KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
568,SHIV KUMAR KAKE,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
569,SHIV PRASAD VERMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
570,SHUBHAM,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
571,SHVETA SAINI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
572,SHWETA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
573,SHYAM BABU,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
574,SHYAM KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
575,SHYAM SHARMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
576,SIRAJUDDIN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
577,SOMNATH BHARTI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
578,SOM DUTT,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
579,SOM DUTT SHARMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
580,SONU,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
581,SONU KAUSHIK,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
582,SUBHASH,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
583,SUBHASH CHAND GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
584,SUDESH SHARMA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
585,SUDHIR NEGI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
586,SUMAN LATA SEHRAWAT,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
587,SUMAN SHARMA,name_from_filename (Part A regex missed); no_pan; no_movable_totals
588,SUMESH GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
589,SUMESH SHOKEEN,name_from_filename (Part A regex missed); no_movable_totals
590,SUMIT SHARMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
591,SUNDER LOHIYA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
592,SUNIL KAIN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
593,SUNIL KUMAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
594,SUNIL KUMAR KUKREJA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
595,SUNIL KUMAR VYATHIT,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
596,SUNITA SHEKHAR CHAWARIYA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
597,SUNNY KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
598,SURENDER BHARDWAJ,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
599,SURENDER KUMAR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
600,SURENDER PAL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
601,SURENDER SINGH,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
602,SURENDER SINGH VISHWAKARMA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
603,SURENDRA KUMAR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
604,SURENDRA SINGH BASOYA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
605,SURESHPAL JAINTH,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
606,SURESHVATI,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
607,SURESH PAL JAINTH,name_from_filename (Part A regex missed); movable_self_only; no_pan; no_pending_cases_count
608,SURINDER KUMAR SETIA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
609,SURINDER PAL SINGH  BITTOO,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
610,SURYA PRAKASH KHATRI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
611,SUSHANT MISHRA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
612,SUSHMA DEVI YADAV,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
613,SYED MUNEEB,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
614,S  M  AQIF,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
615,TAMANA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
616,TANYA SINGH,name_from_filename (Part A regex missed)
617,TARUN KUMAR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
618,TARUN KUMAR SHARMA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
619,TARVINDER SINGH MARWAH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
620,TEJ RAM,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
621,TIKRAJ SINGH,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
622,TILAK RAM GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
623,UMANG,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
624,UMANG BAJAJ,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
625,UMESH CHAUHAN,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
626,UMESH RATHOR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
627,VEER SINGH DHINGAN,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
628,VICKY,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
629,VIDHAYAK VIRENDRA PRADHAN GURJAR,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
630,VIDYA PATTI,name_from_filename (Part A regex missed); movable_self_only; no_pending_cases_count
631,VIJAY KR  AGGARWAL,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
632,VIJAY KUMAR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
633,VIJAY KUMAR JHA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
634,VIJAY KUMAR SHARMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
635,VIJAY LAL TAMTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
636,VIJENDER GUPTA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
637,VIKAS,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
638,VIKAS BAGGA CA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
639,VIKAS BHARDWAJ,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
640,VIKAS TYAGI,name_from_filename (Part A regex missed); no_movable_totals
641,VIMAL KUMAR SAXENA,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
642,VINAY CHAUDHARI,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
643,VINAY MISHRA,name_from_filename (Part A regex missed); no_movable_totals
644,VINEET YADAV,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
645,VINOD KAPOOR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
646,VINOD KUMAR CHAUHAN,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
647,VIRENDER,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
648,VIRENDER SINGH,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
649,VIRENDER SINGH KADIAN,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
650,VISHAL,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
651,VISHAL GUPTA,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
652,VISHAL SAHNI,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
653,VISHAL SANGWAN,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
654,VISHAL SHARMA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
655,VISHAL SINGH,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
656,VISHESH KUMAR,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
657,VISHESH RAVI,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
658,VIVEK GIRI,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
659,WASIM AKRAM,name_from_filename (Part A regex missed); no_estamp_cert; no_pan; no_pending_cases_count; no_movable_totals
660,YATENDER SHARMA,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
661,YOGENDER,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
662,YOGENDER SINGH ALIAS YOGI MATHUR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
663,YOGESHWAR SINGH BISHT,name_from_filename (Part A regex missed); no_pending_cases_count; no_movable_totals
664,YOGESH KUMAR,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
665,YOGESH KUMAR SHARMA,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
666,YOGESH SWAMI,name_from_filename (Part A regex missed); no_estamp_cert; no_pending_cases_count; no_movable_totals
667,YOGESH SWAMY,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
668,ZAINUDDIN,name_from_filename (Part A regex missed); no_pan; no_pending_cases_count; no_movable_totals
